"","Year","AnnualCTail_VLC0","AnnualCTail_VLC10","AnnualCTail_VLC1","AnnualCTail_VLC2","AnnualCTail_VLC3","AnnualCTail_VLC4","AnnualCTail_VLC5","AnnualCTail_VLC6","AnnualCTail_VLC7","AnnualCTail_VLC8","AnnualCTail_VLC9","AnnualCTail_VLN0","AnnualCTail_VLN10","AnnualCTail_VLN1","AnnualCTail_VLN2","AnnualCTail_VLN3","AnnualCTail_VLN4","AnnualCTail_VLN5","AnnualCTail_VLN6","AnnualCTail_VLN7","AnnualCTail_VLN8","AnnualCTail_VLN9","AnnualCTail_VLR0","AnnualCTail_VLR10","AnnualCTail_VLR1","AnnualCTail_VLR2","AnnualCTail_VLR3","AnnualCTail_VLR4","AnnualCTail_VLR5","AnnualCTail_VLR6","AnnualCTail_VLR7","AnnualCTail_VLR8","AnnualCTail_VLR9","AnnualCTail_VMC0","AnnualCTail_VMC10","AnnualCTail_VMC1","AnnualCTail_VMC2","AnnualCTail_VMC3","AnnualCTail_VMC4","AnnualCTail_VMC5","AnnualCTail_VMC6","AnnualCTail_VMC7","AnnualCTail_VMC8","AnnualCTail_VMC9","AnnualCTail_VMN0","AnnualCTail_VMN10","AnnualCTail_VMN1","AnnualCTail_VMN2","AnnualCTail_VMN3","AnnualCTail_VMN4","AnnualCTail_VMN5","AnnualCTail_VMN6","AnnualCTail_VMN7","AnnualCTail_VMN8","AnnualCTail_VMN9","AnnualCTail_VMR0","AnnualCTail_VMR10","AnnualCTail_VMR1","AnnualCTail_VMR2","AnnualCTail_VMR3","AnnualCTail_VMR4","AnnualCTail_VMR5","AnnualCTail_VMR6","AnnualCTail_VMR7","AnnualCTail_VMR8","AnnualCTail_VMR9"
"11",11,0.0907356446017706,0.148122081435287,0.113032284646314,0.12923086057486,0.139571814537107,0.144978728545598,0.147657778438788,0.14879109834662,0.149261415438678,0.149363451055185,0.148962451895693,0.0907356446017706,0.148122081435287,0.113032284646314,0.12923086057486,0.139571814537107,0.144978728545598,0.147657778438788,0.14879109834662,0.149261415438678,0.149363451055185,0.148962451895693,0.0907356446017706,0.148122081435287,0.113032284646314,0.12923086057486,0.139571814537107,0.144978728545598,0.147657778438788,0.14879109834662,0.149261415438678,0.149363451055185,0.148962451895693,0.0907356446017706,0.148122081435287,0.113032284646314,0.12923086057486,0.139571814537107,0.144978728545598,0.147657778438788,0.14879109834662,0.149261415438678,0.149363451055185,0.148962451895693,0.0907356446017706,0.148122081435287,0.113032284646314,0.12923086057486,0.139571814537107,0.144978728545598,0.147657778438788,0.14879109834662,0.149261415438678,0.149363451055185,0.148962451895693,0.0907356446017706,0.148122081435287,0.113032284646314,0.12923086057486,0.139571814537107,0.144978728545598,0.147657778438788,0.14879109834662,0.149261415438678,0.149363451055185,0.148962451895693
"12",12,0.0848650077338844,0.141268050738374,0.106850539636903,0.122750501588021,0.132816424358869,0.13806621621343,0.140668858150212,0.141776269701336,0.142241395634755,0.142355632369557,0.14200517424737,0.0848650077338844,0.141268050738374,0.106850539636903,0.122750501588021,0.132816424358869,0.13806621621343,0.140668858150212,0.141776269701336,0.142241395634755,0.142355632369557,0.14200517424737,0.0848650077338844,0.141268050738374,0.106850539636903,0.122750501588021,0.132816424358869,0.13806621621343,0.140668858150212,0.141776269701336,0.142241395634755,0.142355632369557,0.14200517424737,0.0848650077338844,0.141268050738374,0.106850539636903,0.122750501588021,0.132816424358869,0.13806621621343,0.140668858150212,0.141776269701336,0.142241395634755,0.142355632369557,0.14200517424737,0.0848650077338844,0.141268050738374,0.106850539636903,0.122750501588021,0.132816424358869,0.13806621621343,0.140668858150212,0.141776269701336,0.142241395634755,0.142355632369557,0.14200517424737,0.0848650077338844,0.141268050738374,0.106850539636903,0.122750501588021,0.132816424358869,0.13806621621343,0.140668858150212,0.141776269701336,0.142241395634755,0.142355632369557,0.14200517424737
"13",13,0.0801838449965104,0.135644173848874,0.101852378174796,0.117483439914652,0.127294527470142,0.132410998999047,0.134939234964201,0.136038145501141,0.136497884444776,0.136606403935109,0.136303578518304,0.0801838449965104,0.135644173848874,0.101852378174796,0.117483439914652,0.127294527470142,0.132410998999047,0.134939234964201,0.136038145501141,0.136497884444776,0.136606403935109,0.136303578518304,0.0801838449965104,0.135644173848874,0.101852378174796,0.117483439914652,0.127294527470142,0.132410998999047,0.134939234964201,0.136038145501141,0.136497884444776,0.136606403935109,0.136303578518304,0.0801838449965104,0.135644173848874,0.101852378174796,0.117483439914652,0.127294527470142,0.132410998999047,0.134939234964201,0.136038145501141,0.136497884444776,0.136606403935109,0.136303578518304,0.0801838449965104,0.135644173848874,0.101852378174796,0.117483439914652,0.127294527470142,0.132410998999047,0.134939234964201,0.136038145501141,0.136497884444776,0.136606403935109,0.136303578518304,0.0801838449965104,0.135644173848874,0.101852378174796,0.117483439914652,0.127294527470142,0.132410998999047,0.134939234964201,0.136038145501141,0.136497884444776,0.136606403935109,0.136303578518304
"14",14,0.0764078921570834,0.130956151026955,0.0977564099812342,0.113120904089336,0.122710607128394,0.127701927951345,0.13016738116175,0.131236324520935,0.131690544921016,0.131814465251065,0.131547051988047,0.0764078921570834,0.130956151026955,0.0977564099812342,0.113120904089336,0.122710607128394,0.127701927951345,0.13016738116175,0.131236324520935,0.131690544921016,0.131814465251065,0.131547051988047,0.0764078921570834,0.130956151026955,0.0977564099812342,0.113120904089336,0.122710607128394,0.127701927951345,0.13016738116175,0.131236324520935,0.131690544921016,0.131814465251065,0.131547051988047,0.0764078921570834,0.130956151026955,0.0977564099812342,0.113120904089336,0.122710607128394,0.127701927951345,0.13016738116175,0.131236324520935,0.131690544921016,0.131814465251065,0.131547051988047,0.0764078921570834,0.130956151026955,0.0977564099812342,0.113120904089336,0.122710607128394,0.127701927951345,0.13016738116175,0.131236324520935,0.131690544921016,0.131814465251065,0.131547051988047,0.0764078921570834,0.130956151026955,0.0977564099812342,0.113120904089336,0.122710607128394,0.127701927951345,0.13016738116175,0.131236324520935,0.131690544921016,0.131814465251065,0.131547051988047
"15",15,0.0733040246188468,0.126964594786187,0.094331232652948,0.109436111757815,0.118824505498584,0.123714990354057,0.126122277111793,0.127175064710724,0.127623684235224,0.127748989688672,0.127511989496265,0.0733040246188468,0.126964594786187,0.094331232652948,0.109436111757815,0.118824505498584,0.123714990354057,0.126122277111793,0.127175064710724,0.127623684235224,0.127748989688672,0.127511989496265,0.0733040246188468,0.126964594786187,0.094331232652948,0.109436111757815,0.118824505498584,0.123714990354057,0.126122277111793,0.127175064710724,0.127623684235224,0.127748989688672,0.127511989496265,0.0733040246188468,0.126964594786187,0.094331232652948,0.109436111757815,0.118824505498584,0.123714990354057,0.126122277111793,0.127175064710724,0.127623684235224,0.127748989688672,0.127511989496265,0.0733040246188468,0.126964594786187,0.094331232652948,0.109436111757815,0.118824505498584,0.123714990354057,0.126122277111793,0.127175064710724,0.127623684235224,0.127748989688672,0.127511989496265,0.0733040246188468,0.126964594786187,0.094331232652948,0.109436111757815,0.118824505498584,0.123714990354057,0.126122277111793,0.127175064710724,0.127623684235224,0.127748989688672,0.127511989496265
"16",16,0.0707069523416313,0.123505661519841,0.0914132092061832,0.106268513282573,0.115471632532389,0.120261437385363,0.122624313218721,0.123657837507548,0.124100811441637,0.124230493386014,0.124009985610036,0.0707069523416313,0.123505661519841,0.0914132092061832,0.106268513282573,0.115471632532389,0.120261437385363,0.122624313218721,0.123657837507548,0.124100811441637,0.124230493386014,0.124009985610036,0.0707069523416313,0.123505661519841,0.0914132092061832,0.106268513282573,0.115471632532389,0.120261437385363,0.122624313218721,0.123657837507548,0.124100811441637,0.124230493386014,0.124009985610036,0.0707069523416313,0.123505661519841,0.0914132092061832,0.106268513282573,0.115471632532389,0.120261437385363,0.122624313218721,0.123657837507548,0.124100811441637,0.124230493386014,0.124009985610036,0.0707069523416313,0.123505661519841,0.0914132092061832,0.106268513282573,0.115471632532389,0.120261437385363,0.122624313218721,0.123657837507548,0.124100811441637,0.124230493386014,0.124009985610036,0.0707069523416313,0.123505661519841,0.0914132092061832,0.106268513282573,0.115471632532389,0.120261437385363,0.122624313218721,0.123657837507548,0.124100811441637,0.124230493386014,0.124009985610036
"17",17,0.0684766465607134,0.12044422496989,0.0888634474149557,0.103488363401782,0.11251639964303,0.117233847823805,0.11954783509257,0.120554550779405,0.120991865045493,0.121133429777175,0.120933839703254,0.0684766465607134,0.12044422496989,0.0888634474149557,0.103488363401782,0.11251639964303,0.117233847823805,0.11954783509257,0.120554550779405,0.120991865045493,0.121133429777175,0.120933839703254,0.0684766465607134,0.12044422496989,0.0888634474149557,0.103488363401782,0.11251639964303,0.117233847823805,0.11954783509257,0.120554550779405,0.120991865045493,0.121133429777175,0.120933839703254,0.0684766465607134,0.12044422496989,0.0888634474149557,0.103488363401782,0.11251639964303,0.117233847823805,0.11954783509257,0.120554550779405,0.120991865045493,0.121133429777175,0.120933839703254,0.0684766465607134,0.12044422496989,0.0888634474149557,0.103488363401782,0.11251639964303,0.117233847823805,0.11954783509257,0.120554550779405,0.120991865045493,0.121133429777175,0.120933839703254,0.0684766465607134,0.12044422496989,0.0888634474149557,0.103488363401782,0.11251639964303,0.117233847823805,0.11954783509257,0.120554550779405,0.120991865045493,0.121133429777175,0.120933839703254
"18",18,0.0665314124660061,0.117703830136857,0.0866012956069593,0.101001635394409,0.109881937261519,0.114512025207685,0.116794475791068,0.117796341477285,0.118228000573403,0.118359509553393,0.11816353559436,0.0665314124660061,0.117703830136857,0.0866012956069593,0.101001635394409,0.109881937261519,0.114512025207685,0.116794475791068,0.117796341477285,0.118228000573403,0.118359509553393,0.11816353559436,0.0665314124660061,0.117703830136857,0.0866012956069593,0.101001635394409,0.109881937261519,0.114512025207685,0.116794475791068,0.117796341477285,0.118228000573403,0.118359509553393,0.11816353559436,0.0665314124660061,0.117703830136857,0.0866012956069593,0.101001635394409,0.109881937261519,0.114512025207685,0.116794475791068,0.117796341477285,0.118228000573403,0.118359509553393,0.11816353559436,0.0665314124660061,0.117703830136857,0.0866012956069593,0.101001635394409,0.109881937261519,0.114512025207685,0.116794475791068,0.117796341477285,0.118228000573403,0.118359509553393,0.11816353559436,0.0665314124660061,0.117703830136857,0.0866012956069593,0.101001635394409,0.109881937261519,0.114512025207685,0.116794475791068,0.117796341477285,0.118228000573403,0.118359509553393,0.11816353559436
"19",19,0.064820453564709,0.115203316411466,0.0845763419270287,0.098746393833967,0.107486811776257,0.112046851674475,0.114291161757953,0.115279931264938,0.115705958031818,0.115835717722327,0.115650088397102,0.064820453564709,0.115203316411466,0.0845763419270287,0.098746393833967,0.107486811776257,0.112046851674475,0.114291161757953,0.115279931264938,0.115705958031818,0.115835717722327,0.115650088397102,0.064820453564709,0.115203316411466,0.0845763419270287,0.098746393833967,0.107486811776257,0.112046851674475,0.114291161757953,0.115279931264938,0.115705958031818,0.115835717722327,0.115650088397102,0.064820453564709,0.115203316411466,0.0845763419270287,0.098746393833967,0.107486811776257,0.112046851674475,0.114291161757953,0.115279931264938,0.115705958031818,0.115835717722327,0.115650088397102,0.064820453564709,0.115203316411466,0.0845763419270287,0.098746393833967,0.107486811776257,0.112046851674475,0.114291161757953,0.115279931264938,0.115705958031818,0.115835717722327,0.115650088397102,0.064820453564709,0.115203316411466,0.0845763419270287,0.098746393833967,0.107486811776257,0.112046851674475,0.114291161757953,0.115279931264938,0.115705958031818,0.115835717722327,0.115650088397102
"20",20,0.0632577293773045,0.112888987263228,0.0827030389700201,0.0966658376523419,0.105277119162153,0.109765404910729,0.111978962340251,0.112947592775465,0.113368021980018,0.113503164170207,0.113320717144014,0.0632577293773045,0.112888987263228,0.0827030389700201,0.0966658376523419,0.105277119162153,0.109765404910729,0.111978962340251,0.112947592775465,0.113368021980018,0.113503164170207,0.113320717144014,0.0632577293773045,0.112888987263228,0.0827030389700201,0.0966658376523419,0.105277119162153,0.109765404910729,0.111978962340251,0.112947592775465,0.113368021980018,0.113503164170207,0.113320717144014,0.0632577293773045,0.112888987263228,0.0827030389700201,0.0966658376523419,0.105277119162153,0.109765404910729,0.111978962340251,0.112947592775465,0.113368021980018,0.113503164170207,0.113320717144014,0.0632577293773045,0.112888987263228,0.0827030389700201,0.0966658376523419,0.105277119162153,0.109765404910729,0.111978962340251,0.112947592775465,0.113368021980018,0.113503164170207,0.113320717144014,0.0632577293773045,0.112888987263228,0.0827030389700201,0.0966658376523419,0.105277119162153,0.109765404910729,0.111978962340251,0.112947592775465,0.113368021980018,0.113503164170207,0.113320717144014
"21",21,0.0618193770218918,0.11072163144635,0.0809579653087527,0.0947201820799517,0.103213494089495,0.107654325912172,0.109835564569747,0.11078939024336,0.111204264065927,0.1113395769054,0.111162063603838,0.0618193770218918,0.11072163144635,0.0809579653087527,0.0947201820799517,0.103213494089495,0.107654325912172,0.109835564569747,0.11078939024336,0.111204264065927,0.1113395769054,0.111162063603838,0.0618193770218918,0.11072163144635,0.0809579653087527,0.0947201820799517,0.103213494089495,0.107654325912172,0.109835564569747,0.11078939024336,0.111204264065927,0.1113395769054,0.111162063603838,0.0618193770218918,0.11072163144635,0.0809579653087527,0.0947201820799517,0.103213494089495,0.107654325912172,0.109835564569747,0.11078939024336,0.111204264065927,0.1113395769054,0.111162063603838,0.0618193770218918,0.11072163144635,0.0809579653087527,0.0947201820799517,0.103213494089495,0.107654325912172,0.109835564569747,0.11078939024336,0.111204264065927,0.1113395769054,0.111162063603838,0.0618193770218918,0.11072163144635,0.0809579653087527,0.0947201820799517,0.103213494089495,0.107654325912172,0.109835564569747,0.11078939024336,0.111204264065927,0.1113395769054,0.111162063603838
"22",22,0.0605091798584416,0.108670856308252,0.0793451434616252,0.0928879196639625,0.101265434239413,0.105642104453119,0.107801403146172,0.108736982316143,0.109146351834516,0.109285415338868,0.109102736564566,0.0605091798584416,0.108670856308252,0.0793451434616252,0.0928879196639625,0.101265434239413,0.105642104453119,0.107801403146172,0.108736982316143,0.109146351834516,0.109285415338868,0.109102736564566,0.0605091798584416,0.108670856308252,0.0793451434616252,0.0928879196639625,0.101265434239413,0.105642104453119,0.107801403146172,0.108736982316143,0.109146351834516,0.109285415338868,0.109102736564566,0.0605091798584416,0.108670856308252,0.0793451434616252,0.0928879196639625,0.101265434239413,0.105642104453119,0.107801403146172,0.108736982316143,0.109146351834516,0.109285415338868,0.109102736564566,0.0605091798584416,0.108670856308252,0.0793451434616252,0.0928879196639625,0.101265434239413,0.105642104453119,0.107801403146172,0.108736982316143,0.109146351834516,0.109285415338868,0.109102736564566,0.0605091798584416,0.108670856308252,0.0793451434616252,0.0928879196639625,0.101265434239413,0.105642104453119,0.107801403146172,0.108736982316143,0.109146351834516,0.109285415338868,0.109102736564566
