"","Year","AnnualCO2D_VLC0","AnnualCO2D_VLC10","AnnualCO2D_VLC1","AnnualCO2D_VLC2","AnnualCO2D_VLC3","AnnualCO2D_VLC4","AnnualCO2D_VLC5","AnnualCO2D_VLC6","AnnualCO2D_VLC7","AnnualCO2D_VLC8","AnnualCO2D_VLC9","AnnualCO2D_VLN0","AnnualCO2D_VLN10","AnnualCO2D_VLN1","AnnualCO2D_VLN2","AnnualCO2D_VLN3","AnnualCO2D_VLN4","AnnualCO2D_VLN5","AnnualCO2D_VLN6","AnnualCO2D_VLN7","AnnualCO2D_VLN8","AnnualCO2D_VLN9","AnnualCO2D_VLR0","AnnualCO2D_VLR10","AnnualCO2D_VLR1","AnnualCO2D_VLR2","AnnualCO2D_VLR3","AnnualCO2D_VLR4","AnnualCO2D_VLR5","AnnualCO2D_VLR6","AnnualCO2D_VLR7","AnnualCO2D_VLR8","AnnualCO2D_VLR9","AnnualCO2D_VMC0","AnnualCO2D_VMC10","AnnualCO2D_VMC1","AnnualCO2D_VMC2","AnnualCO2D_VMC3","AnnualCO2D_VMC4","AnnualCO2D_VMC5","AnnualCO2D_VMC6","AnnualCO2D_VMC7","AnnualCO2D_VMC8","AnnualCO2D_VMC9","AnnualCO2D_VMN0","AnnualCO2D_VMN10","AnnualCO2D_VMN1","AnnualCO2D_VMN2","AnnualCO2D_VMN3","AnnualCO2D_VMN4","AnnualCO2D_VMN5","AnnualCO2D_VMN6","AnnualCO2D_VMN7","AnnualCO2D_VMN8","AnnualCO2D_VMN9","AnnualCO2D_VMR0","AnnualCO2D_VMR10","AnnualCO2D_VMR1","AnnualCO2D_VMR2","AnnualCO2D_VMR3","AnnualCO2D_VMR4","AnnualCO2D_VMR5","AnnualCO2D_VMR6","AnnualCO2D_VMR7","AnnualCO2D_VMR8","AnnualCO2D_VMR9"
"11",11,0.0251148624480407,0.0284937640102175,0.0261261439440944,0.0271378355561726,0.0281795419165029,0.028713889808382,0.0290306100514405,0.0291416412010067,0.0291580932432098,0.0290905488289255,0.028856098484953,0.0251148624480407,0.0284937640102175,0.0261261439440944,0.0271378355561726,0.0281795419165029,0.028713889808382,0.0290306100514405,0.0291416412010067,0.0291580932432098,0.0290905488289255,0.028856098484953,0.0251148624480407,0.0284937640102175,0.0261261439440944,0.0271378355561726,0.0281795419165029,0.028713889808382,0.0290306100514405,0.0291416412010067,0.0291580932432098,0.0290905488289255,0.028856098484953,0.0251148624480407,0.0284937640102175,0.0261261439440944,0.0271378355561726,0.0281795419165029,0.028713889808382,0.0290306100514405,0.0291416412010067,0.0291580932432098,0.0290905488289255,0.028856098484953,0.0251148624480407,0.0284937640102175,0.0261261439440944,0.0271378355561726,0.0281795419165029,0.028713889808382,0.0290306100514405,0.0291416412010067,0.0291580932432098,0.0290905488289255,0.028856098484953,0.0251148624480407,0.0284937640102175,0.0261261439440944,0.0271378355561726,0.0281795419165029,0.028713889808382,0.0290306100514405,0.0291416412010067,0.0291580932432098,0.0290905488289255,0.028856098484953
"12",12,0.0195065608088214,0.0227741162643221,0.0205402902009365,0.0215325048175366,0.0224463601249037,0.0229684351431699,0.02322231840686,0.0233084049673067,0.0233256538031532,0.023285112740693,0.0231171783513396,0.0195065608088214,0.0227741162643221,0.0205402902009365,0.0215325048175366,0.0224463601249037,0.0229684351431699,0.02322231840686,0.0233084049673067,0.0233256538031532,0.023285112740693,0.0231171783513396,0.0195065608088214,0.0227741162643221,0.0205402902009365,0.0215325048175366,0.0224463601249037,0.0229684351431699,0.02322231840686,0.0233084049673067,0.0233256538031532,0.023285112740693,0.0231171783513396,0.0195065608088214,0.0227741162643221,0.0205402902009365,0.0215325048175366,0.0224463601249037,0.0229684351431699,0.02322231840686,0.0233084049673067,0.0233256538031532,0.023285112740693,0.0231171783513396,0.0195065608088214,0.0227741162643221,0.0205402902009365,0.0215325048175366,0.0224463601249037,0.0229684351431699,0.02322231840686,0.0233084049673067,0.0233256538031532,0.023285112740693,0.0231171783513396,0.0195065608088214,0.0227741162643221,0.0205402902009365,0.0215325048175366,0.0224463601249037,0.0229684351431699,0.02322231840686,0.0233084049673067,0.0233256538031532,0.023285112740693,0.0231171783513396
"13",13,0.0154169413592674,0.0185216761478802,0.0164609449593055,0.0173465409150733,0.0181858152133344,0.0186248923738505,0.0188699410008064,0.0188979382409214,0.0189156797530793,0.0189345089260104,0.0187776353741036,0.0154169413592674,0.0185216761478802,0.0164609449593055,0.0173465409150733,0.0181858152133344,0.0186248923738505,0.0188699410008064,0.0188979382409214,0.0189156797530793,0.0189345089260104,0.0187776353741036,0.0154169413592674,0.0185216761478802,0.0164609449593055,0.0173465409150733,0.0181858152133344,0.0186248923738505,0.0188699410008064,0.0188979382409214,0.0189156797530793,0.0189345089260104,0.0187776353741036,0.0154169413592674,0.0185216761478802,0.0164609449593055,0.0173465409150733,0.0181858152133344,0.0186248923738505,0.0188699410008064,0.0188979382409214,0.0189156797530793,0.0189345089260104,0.0187776353741036,0.0154169413592674,0.0185216761478802,0.0164609449593055,0.0173465409150733,0.0181858152133344,0.0186248923738505,0.0188699410008064,0.0188979382409214,0.0189156797530793,0.0189345089260104,0.0187776353741036,0.0154169413592674,0.0185216761478802,0.0164609449593055,0.0173465409150733,0.0181858152133344,0.0186248923738505,0.0188699410008064,0.0188979382409214,0.0189156797530793,0.0189345089260104,0.0187776353741036
"14",14,0.0123249617980781,0.0153020190255987,0.0133695132483309,0.0142396077695536,0.0149622215901551,0.0153707218377677,0.0155756489347889,0.0156734638007912,0.0156914766948525,0.0156412073272999,0.0155256196965284,0.0123249617980781,0.0153020190255987,0.0133695132483309,0.0142396077695536,0.0149622215901551,0.0153707218377677,0.0155756489347889,0.0156734638007912,0.0156914766948525,0.0156412073272999,0.0155256196965284,0.0123249617980781,0.0153020190255987,0.0133695132483309,0.0142396077695536,0.0149622215901551,0.0153707218377677,0.0155756489347889,0.0156734638007912,0.0156914766948525,0.0156412073272999,0.0155256196965284,0.0123249617980781,0.0153020190255987,0.0133695132483309,0.0142396077695536,0.0149622215901551,0.0153707218377677,0.0155756489347889,0.0156734638007912,0.0156914766948525,0.0156412073272999,0.0155256196965284,0.0123249617980781,0.0153020190255987,0.0133695132483309,0.0142396077695536,0.0149622215901551,0.0153707218377677,0.0155756489347889,0.0156734638007912,0.0156914766948525,0.0156412073272999,0.0155256196965284,0.0123249617980781,0.0153020190255987,0.0133695132483309,0.0142396077695536,0.0149622215901551,0.0153707218377677,0.0155756489347889,0.0156734638007912,0.0156914766948525,0.0156412073272999,0.0155256196965284
"15",15,0.0100401837881867,0.0129116200238845,0.0110795352763841,0.011919320581184,0.0125705024786676,0.0128966799438685,0.0130848329071985,0.0131370924834167,0.0131552098223532,0.0131507293175243,0.0130523511442488,0.0100401837881867,0.0129116200238845,0.0110795352763841,0.011919320581184,0.0125705024786676,0.0128966799438685,0.0130848329071985,0.0131370924834167,0.0131552098223532,0.0131507293175243,0.0130523511442488,0.0100401837881867,0.0129116200238845,0.0110795352763841,0.011919320581184,0.0125705024786676,0.0128966799438685,0.0130848329071985,0.0131370924834167,0.0131552098223532,0.0131507293175243,0.0130523511442488,0.0100401837881867,0.0129116200238845,0.0110795352763841,0.011919320581184,0.0125705024786676,0.0128966799438685,0.0130848329071985,0.0131370924834167,0.0131552098223532,0.0131507293175243,0.0130523511442488,0.0100401837881867,0.0129116200238845,0.0110795352763841,0.011919320581184,0.0125705024786676,0.0128966799438685,0.0130848329071985,0.0131370924834167,0.0131552098223532,0.0131507293175243,0.0130523511442488,0.0100401837881867,0.0129116200238845,0.0110795352763841,0.011919320581184,0.0125705024786676,0.0128966799438685,0.0130848329071985,0.0131370924834167,0.0131552098223532,0.0131507293175243,0.0130523511442488
"16",16,0.00832465547738731,0.0110872646919459,0.00935343235625927,0.0101534201525367,0.0107472990058413,0.0110700186858515,0.0112123734628505,0.0112741200770604,0.0112922164525645,0.0112781880485396,0.0112253232569209,0.00832465547738731,0.0110872646919459,0.00935343235625927,0.0101534201525367,0.0107472990058413,0.0110700186858515,0.0112123734628505,0.0112741200770604,0.0112922164525645,0.0112781880485396,0.0112253232569209,0.00832465547738731,0.0110872646919459,0.00935343235625927,0.0101534201525367,0.0107472990058413,0.0110700186858515,0.0112123734628505,0.0112741200770604,0.0112922164525645,0.0112781880485396,0.0112253232569209,0.00832465547738731,0.0110872646919459,0.00935343235625927,0.0101534201525367,0.0107472990058413,0.0110700186858515,0.0112123734628505,0.0112741200770604,0.0112922164525645,0.0112781880485396,0.0112253232569209,0.00832465547738731,0.0110872646919459,0.00935343235625927,0.0101534201525367,0.0107472990058413,0.0110700186858515,0.0112123734628505,0.0112741200770604,0.0112922164525645,0.0112781880485396,0.0112253232569209,0.00832465547738731,0.0110872646919459,0.00935343235625927,0.0101534201525367,0.0107472990058413,0.0110700186858515,0.0112123734628505,0.0112741200770604,0.0112922164525645,0.0112781880485396,0.0112253232569209
"17",17,0.00708359984724658,0.00972332657841504,0.00809821343305963,0.00882994136472089,0.00938601667213105,0.00961582628681223,0.00977109962719834,0.00985624553436523,0.00987422101724847,0.00983648049258,0.00977004447633215,0.00708359984724658,0.00972332657841504,0.00809821343305963,0.00882994136472089,0.00938601667213105,0.00961582628681223,0.00977109962719834,0.00985624553436523,0.00987422101724847,0.00983648049258,0.00977004447633215,0.00708359984724658,0.00972332657841504,0.00809821343305963,0.00882994136472089,0.00938601667213105,0.00961582628681223,0.00977109962719834,0.00985624553436523,0.00987422101724847,0.00983648049258,0.00977004447633215,0.00708359984724658,0.00972332657841504,0.00809821343305963,0.00882994136472089,0.00938601667213105,0.00961582628681223,0.00977109962719834,0.00985624553436523,0.00987422101724847,0.00983648049258,0.00977004447633215,0.00708359984724658,0.00972332657841504,0.00809821343305963,0.00882994136472089,0.00938601667213105,0.00961582628681223,0.00977109962719834,0.00985624553436523,0.00987422101724847,0.00983648049258,0.00977004447633215,0.00708359984724658,0.00972332657841504,0.00809821343305963,0.00882994136472089,0.00938601667213105,0.00961582628681223,0.00977109962719834,0.00985624553436523,0.00987422101724847,0.00983648049258,0.00977004447633215
"18",18,0.00612041971444973,0.00862228695615995,0.00711755904361784,0.0078241581114649,0.0082889846217716,0.00856385195194024,0.00866307792760122,0.00867833780787912,0.00869613104616677,0.00872777012810091,0.00871639250475531,0.00612041971444973,0.00862228695615995,0.00711755904361784,0.0078241581114649,0.0082889846217716,0.00856385195194024,0.00866307792760122,0.00867833780787912,0.00869613104616677,0.00872777012810091,0.00871639250475531,0.00612041971444973,0.00862228695615995,0.00711755904361784,0.0078241581114649,0.0082889846217716,0.00856385195194024,0.00866307792760122,0.00867833780787912,0.00869613104616677,0.00872777012810091,0.00871639250475531,0.00612041971444973,0.00862228695615995,0.00711755904361784,0.0078241581114649,0.0082889846217716,0.00856385195194024,0.00866307792760122,0.00867833780787912,0.00869613104616677,0.00872777012810091,0.00871639250475531,0.00612041971444973,0.00862228695615995,0.00711755904361784,0.0078241581114649,0.0082889846217716,0.00856385195194024,0.00866307792760122,0.00867833780787912,0.00869613104616677,0.00872777012810091,0.00871639250475531,0.00612041971444973,0.00862228695615995,0.00711755904361784,0.0078241581114649,0.0082889846217716,0.00856385195194024,0.00866307792760122,0.00867833780787912,0.00869613104616677,0.00872777012810091,0.00871639250475531
"19",19,0.00533248857570993,0.00779326777746865,0.00631110563578475,0.00702883619671114,0.00746480776240041,0.0076831241785045,0.00780199540320914,0.00784281182848059,0.0078603659212734,0.00786581787348728,0.00783357709811959,0.00533248857570993,0.00779326777746865,0.00631110563578475,0.00702883619671114,0.00746480776240041,0.0076831241785045,0.00780199540320914,0.00784281182848059,0.0078603659212734,0.00786581787348728,0.00783357709811959,0.00533248857570993,0.00779326777746865,0.00631110563578475,0.00702883619671114,0.00746480776240041,0.0076831241785045,0.00780199540320914,0.00784281182848059,0.0078603659212734,0.00786581787348728,0.00783357709811959,0.00533248857570993,0.00779326777746865,0.00631110563578475,0.00702883619671114,0.00746480776240041,0.0076831241785045,0.00780199540320914,0.00784281182848059,0.0078603659212734,0.00786581787348728,0.00783357709811959,0.00533248857570993,0.00779326777746865,0.00631110563578475,0.00702883619671114,0.00746480776240041,0.0076831241785045,0.00780199540320914,0.00784281182848059,0.0078603659212734,0.00786581787348728,0.00783357709811959,0.00533248857570993,0.00779326777746865,0.00631110563578475,0.00702883619671114,0.00746480776240041,0.0076831241785045,0.00780199540320914,0.00784281182848059,0.0078603659212734,0.00786581787348728,0.00783357709811959
"20",20,0.00482407747571114,0.00714425693630906,0.00578282378485416,0.00642260758080045,0.00682124744331971,0.00704275011145656,0.00713768252913473,0.00719985117238938,0.00721713066070305,0.00720051506360991,0.00719069141257459,0.00482407747571114,0.00714425693630906,0.00578282378485416,0.00642260758080045,0.00682124744331971,0.00704275011145656,0.00713768252913473,0.00719985117238938,0.00721713066070305,0.00720051506360991,0.00719069141257459,0.00482407747571114,0.00714425693630906,0.00578282378485416,0.00642260758080045,0.00682124744331971,0.00704275011145656,0.00713768252913473,0.00719985117238938,0.00721713066070305,0.00720051506360991,0.00719069141257459,0.00482407747571114,0.00714425693630906,0.00578282378485416,0.00642260758080045,0.00682124744331971,0.00704275011145656,0.00713768252913473,0.00719985117238938,0.00721713066070305,0.00720051506360991,0.00719069141257459,0.00482407747571114,0.00714425693630906,0.00578282378485416,0.00642260758080045,0.00682124744331971,0.00704275011145656,0.00713768252913473,0.00719985117238938,0.00721713066070305,0.00720051506360991,0.00719069141257459,0.00482407747571114,0.00714425693630906,0.00578282378485416,0.00642260758080045,0.00682124744331971,0.00704275011145656,0.00713768252913473,0.00719985117238938,0.00721713066070305,0.00720051506360991,0.00719069141257459
"21",21,0.00439742671112609,0.00662618469374343,0.00533515553546987,0.00594838792628631,0.00630905214713363,0.00645413145298905,0.00655293855716745,0.00659820066131931,0.00661518494548726,0.00661466322511958,0.00659957951326142,0.00439742671112609,0.00662618469374343,0.00533515553546987,0.00594838792628631,0.00630905214713363,0.00645413145298905,0.00655293855716745,0.00659820066131931,0.00661518494548726,0.00661466322511958,0.00659957951326142,0.00439742671112609,0.00662618469374343,0.00533515553546987,0.00594838792628631,0.00630905214713363,0.00645413145298905,0.00655293855716745,0.00659820066131931,0.00661518494548726,0.00661466322511958,0.00659957951326142,0.00439742671112609,0.00662618469374343,0.00533515553546987,0.00594838792628631,0.00630905214713363,0.00645413145298905,0.00655293855716745,0.00659820066131931,0.00661518494548726,0.00661466322511958,0.00659957951326142,0.00439742671112609,0.00662618469374343,0.00533515553546987,0.00594838792628631,0.00630905214713363,0.00645413145298905,0.00655293855716745,0.00659820066131931,0.00661518494548726,0.00661466322511958,0.00659957951326142,0.00439742671112609,0.00662618469374343,0.00533515553546987,0.00594838792628631,0.00630905214713363,0.00645413145298905,0.00655293855716745,0.00659820066131931,0.00661518494548726,0.00661466322511958,0.00659957951326142
