"","Year","AnnualCO2_VLC0","AnnualCO2_VLC10","AnnualCO2_VLC1","AnnualCO2_VLC2","AnnualCO2_VLC3","AnnualCO2_VLC4","AnnualCO2_VLC5","AnnualCO2_VLC6","AnnualCO2_VLC7","AnnualCO2_VLC8","AnnualCO2_VLC9","AnnualCO2_VLN0","AnnualCO2_VLN10","AnnualCO2_VLN1","AnnualCO2_VLN2","AnnualCO2_VLN3","AnnualCO2_VLN4","AnnualCO2_VLN5","AnnualCO2_VLN6","AnnualCO2_VLN7","AnnualCO2_VLN8","AnnualCO2_VLN9","AnnualCO2_VLR0","AnnualCO2_VLR10","AnnualCO2_VLR1","AnnualCO2_VLR2","AnnualCO2_VLR3","AnnualCO2_VLR4","AnnualCO2_VLR5","AnnualCO2_VLR6","AnnualCO2_VLR7","AnnualCO2_VLR8","AnnualCO2_VLR9","AnnualCO2_VMC0","AnnualCO2_VMC10","AnnualCO2_VMC1","AnnualCO2_VMC2","AnnualCO2_VMC3","AnnualCO2_VMC4","AnnualCO2_VMC5","AnnualCO2_VMC6","AnnualCO2_VMC7","AnnualCO2_VMC8","AnnualCO2_VMC9","AnnualCO2_VMN0","AnnualCO2_VMN10","AnnualCO2_VMN1","AnnualCO2_VMN2","AnnualCO2_VMN3","AnnualCO2_VMN4","AnnualCO2_VMN5","AnnualCO2_VMN6","AnnualCO2_VMN7","AnnualCO2_VMN8","AnnualCO2_VMN9","AnnualCO2_VMR0","AnnualCO2_VMR10","AnnualCO2_VMR1","AnnualCO2_VMR2","AnnualCO2_VMR3","AnnualCO2_VMR4","AnnualCO2_VMR5","AnnualCO2_VMR6","AnnualCO2_VMR7","AnnualCO2_VMR8","AnnualCO2_VMR9"
"11",11,0.0274749616541305,0.0311713860739717,0.0285812755104413,0.029688038022287,0.030827635834704,0.0314121975805514,0.0317586807257855,0.0318801457182001,0.0318981437952191,0.0318242520828416,0.0315677699211826,0.0274749616541305,0.0311713860739717,0.0285812755104413,0.029688038022287,0.030827635834704,0.0314121975805514,0.0317586807257855,0.0318801457182001,0.0318981437952191,0.0318242520828416,0.0315677699211826,0.0274749616541305,0.0311713860739717,0.0285812755104413,0.029688038022287,0.030827635834704,0.0314121975805514,0.0317586807257855,0.0318801457182001,0.0318981437952191,0.0318242520828416,0.0315677699211826,0.0274749616541305,0.0311713860739717,0.0285812755104413,0.029688038022287,0.030827635834704,0.0314121975805514,0.0317586807257855,0.0318801457182001,0.0318981437952191,0.0318242520828416,0.0315677699211826,0.0274749616541305,0.0311713860739717,0.0285812755104413,0.029688038022287,0.030827635834704,0.0314121975805514,0.0317586807257855,0.0318801457182001,0.0318981437952191,0.0318242520828416,0.0315677699211826,0.0274749616541305,0.0311713860739717,0.0285812755104413,0.029688038022287,0.030827635834704,0.0314121975805514,0.0317586807257855,0.0318801457182001,0.0318981437952191,0.0318242520828416,0.0315677699211826
"12",12,0.0215256685155831,0.0251314458886803,0.0226663983678398,0.0237613162850768,0.0247697639868723,0.02534587855128,0.0256260410581108,0.0257210383660414,0.0257400726143822,0.0256953351806367,0.025510018043853,0.0215256685155831,0.0251314458886803,0.0226663983678398,0.0237613162850768,0.0247697639868723,0.02534587855128,0.0256260410581108,0.0257210383660414,0.0257400726143822,0.0256953351806367,0.025510018043853,0.0215256685155831,0.0251314458886803,0.0226663983678398,0.0237613162850768,0.0247697639868723,0.02534587855128,0.0256260410581108,0.0257210383660414,0.0257400726143822,0.0256953351806367,0.025510018043853,0.0215256685155831,0.0251314458886803,0.0226663983678398,0.0237613162850768,0.0247697639868723,0.02534587855128,0.0256260410581108,0.0257210383660414,0.0257400726143822,0.0256953351806367,0.025510018043853,0.0215256685155831,0.0251314458886803,0.0226663983678398,0.0237613162850768,0.0247697639868723,0.02534587855128,0.0256260410581108,0.0257210383660414,0.0257400726143822,0.0256953351806367,0.025510018043853,0.0215256685155831,0.0251314458886803,0.0226663983678398,0.0237613162850768,0.0247697639868723,0.02534587855128,0.0256260410581108,0.0257210383660414,0.0257400726143822,0.0256953351806367,0.025510018043853
"13",13,0.0171642633703712,0.0206208819281677,0.0183265920277283,0.0193125594690194,0.0202469552586667,0.0207357964527394,0.0210086183487045,0.0210397887340475,0.0210595410299257,0.0210805042596419,0.0209058510065727,0.0171642633703712,0.0206208819281677,0.0183265920277283,0.0193125594690194,0.0202469552586667,0.0207357964527394,0.0210086183487045,0.0210397887340475,0.0210595410299257,0.0210805042596419,0.0209058510065727,0.0171642633703712,0.0206208819281677,0.0183265920277283,0.0193125594690194,0.0202469552586667,0.0207357964527394,0.0210086183487045,0.0210397887340475,0.0210595410299257,0.0210805042596419,0.0209058510065727,0.0171642633703712,0.0206208819281677,0.0183265920277283,0.0193125594690194,0.0202469552586667,0.0207357964527394,0.0210086183487045,0.0210397887340475,0.0210595410299257,0.0210805042596419,0.0209058510065727,0.0171642633703712,0.0206208819281677,0.0183265920277283,0.0193125594690194,0.0202469552586667,0.0207357964527394,0.0210086183487045,0.0210397887340475,0.0210595410299257,0.0210805042596419,0.0209058510065727,0.0171642633703712,0.0206208819281677,0.0183265920277283,0.0193125594690194,0.0202469552586667,0.0207357964527394,0.0210086183487045,0.0210397887340475,0.0210595410299257,0.0210805042596419,0.0209058510065727
"14",14,0.0138451604112313,0.0171894170137034,0.0150185500430588,0.0159959646928259,0.0168077079197429,0.0172665938415723,0.0174967972756559,0.0176066769274221,0.0176269115871181,0.0175704418414961,0.0174405972776099,0.0138451604112313,0.0171894170137034,0.0150185500430588,0.0159959646928259,0.0168077079197429,0.0172665938415723,0.0174967972756559,0.0176066769274221,0.0176269115871181,0.0175704418414961,0.0174405972776099,0.0138451604112313,0.0171894170137034,0.0150185500430588,0.0159959646928259,0.0168077079197429,0.0172665938415723,0.0174967972756559,0.0176066769274221,0.0176269115871181,0.0175704418414961,0.0174405972776099,0.0138451604112313,0.0171894170137034,0.0150185500430588,0.0159959646928259,0.0168077079197429,0.0172665938415723,0.0174967972756559,0.0176066769274221,0.0176269115871181,0.0175704418414961,0.0174405972776099,0.0138451604112313,0.0171894170137034,0.0150185500430588,0.0159959646928259,0.0168077079197429,0.0172665938415723,0.0174967972756559,0.0176066769274221,0.0176269115871181,0.0175704418414961,0.0174405972776099,0.0138451604112313,0.0171894170137034,0.0150185500430588,0.0159959646928259,0.0168077079197429,0.0172665938415723,0.0174967972756559,0.0176066769274221,0.0176269115871181,0.0175704418414961,0.0174405972776099
"15",15,0.0113808476402026,0.0146357062161466,0.0125589835370484,0.0135109052155793,0.0142490393093035,0.0146187711900573,0.0148320481831767,0.0148912859707739,0.0149118225145695,0.0149067437287738,0.0147952291365323,0.0113808476402026,0.0146357062161466,0.0125589835370484,0.0135109052155793,0.0142490393093035,0.0146187711900573,0.0148320481831767,0.0148912859707739,0.0149118225145695,0.0149067437287738,0.0147952291365323,0.0113808476402026,0.0146357062161466,0.0125589835370484,0.0135109052155793,0.0142490393093035,0.0146187711900573,0.0148320481831767,0.0148912859707739,0.0149118225145695,0.0149067437287738,0.0147952291365323,0.0113808476402026,0.0146357062161466,0.0125589835370484,0.0135109052155793,0.0142490393093035,0.0146187711900573,0.0148320481831767,0.0148912859707739,0.0149118225145695,0.0149067437287738,0.0147952291365323,0.0113808476402026,0.0146357062161466,0.0125589835370484,0.0135109052155793,0.0142490393093035,0.0146187711900573,0.0148320481831767,0.0148912859707739,0.0149118225145695,0.0149067437287738,0.0147952291365323,0.0113808476402026,0.0146357062161466,0.0125589835370484,0.0135109052155793,0.0142490393093035,0.0146187711900573,0.0148320481831767,0.0148912859707739,0.0149118225145695,0.0149067437287738,0.0147952291365323
"16",16,0.00952259834979102,0.0126827553099359,0.0106994193048036,0.0116145277425494,0.0122938675427148,0.0126630275518777,0.0128258676079278,0.0128964997449787,0.0129172002431531,0.0129011531097456,0.0128406809161758,0.00952259834979102,0.0126827553099359,0.0106994193048036,0.0116145277425494,0.0122938675427148,0.0126630275518777,0.0128258676079278,0.0128964997449787,0.0129172002431531,0.0129011531097456,0.0128406809161758,0.00952259834979102,0.0126827553099359,0.0106994193048036,0.0116145277425494,0.0122938675427148,0.0126630275518777,0.0128258676079278,0.0128964997449787,0.0129172002431531,0.0129011531097456,0.0128406809161758,0.00952259834979102,0.0126827553099359,0.0106994193048036,0.0116145277425494,0.0122938675427148,0.0126630275518777,0.0128258676079278,0.0128964997449787,0.0129172002431531,0.0129011531097456,0.0128406809161758,0.00952259834979102,0.0126827553099359,0.0106994193048036,0.0116145277425494,0.0122938675427148,0.0126630275518777,0.0128258676079278,0.0128964997449787,0.0129172002431531,0.0129011531097456,0.0128406809161758,0.00952259834979102,0.0126827553099359,0.0106994193048036,0.0116145277425494,0.0122938675427148,0.0126630275518777,0.0128258676079278,0.0128964997449787,0.0129172002431531,0.0129011531097456,0.0128406809161758
"17",17,0.00817778786336479,0.0112252673498211,0.0093491265678361,0.0101938828962375,0.0108358539276507,0.0111011617257126,0.0112804197958882,0.0113787180031924,0.011399470119197,0.0113558998990764,0.0112792016581992,0.00817778786336479,0.0112252673498211,0.0093491265678361,0.0101938828962375,0.0108358539276507,0.0111011617257126,0.0112804197958882,0.0113787180031924,0.011399470119197,0.0113558998990764,0.0112792016581992,0.00817778786336479,0.0112252673498211,0.0093491265678361,0.0101938828962375,0.0108358539276507,0.0111011617257126,0.0112804197958882,0.0113787180031924,0.011399470119197,0.0113558998990764,0.0112792016581992,0.00817778786336479,0.0112252673498211,0.0093491265678361,0.0101938828962375,0.0108358539276507,0.0111011617257126,0.0112804197958882,0.0113787180031924,0.011399470119197,0.0113558998990764,0.0112792016581992,0.00817778786336479,0.0112252673498211,0.0093491265678361,0.0101938828962375,0.0108358539276507,0.0111011617257126,0.0112804197958882,0.0113787180031924,0.011399470119197,0.0113558998990764,0.0112792016581992,0.00817778786336479,0.0112252673498211,0.0093491265678361,0.0101938828962375,0.0108358539276507,0.0111011617257126,0.0112804197958882,0.0113787180031924,0.011399470119197,0.0113558998990764,0.0112792016581992
"18",18,0.00713252501392581,0.0100481143877869,0.00829455662931808,0.00911800269370108,0.00965969539887146,0.0099800162591076,0.0100956507721725,0.010113434107772,0.010134169730995,0.0101710408205348,0.0101577817326131,0.00713252501392581,0.0100481143877869,0.00829455662931808,0.00911800269370108,0.00965969539887146,0.0099800162591076,0.0100956507721725,0.010113434107772,0.010134169730995,0.0101710408205348,0.0101577817326131,0.00713252501392581,0.0100481143877869,0.00829455662931808,0.00911800269370108,0.00965969539887146,0.0099800162591076,0.0100956507721725,0.010113434107772,0.010134169730995,0.0101710408205348,0.0101577817326131,0.00713252501392581,0.0100481143877869,0.00829455662931808,0.00911800269370108,0.00965969539887146,0.0099800162591076,0.0100956507721725,0.010113434107772,0.010134169730995,0.0101710408205348,0.0101577817326131,0.00713252501392581,0.0100481143877869,0.00829455662931808,0.00911800269370108,0.00965969539887146,0.0099800162591076,0.0100956507721725,0.010113434107772,0.010134169730995,0.0101710408205348,0.0101577817326131,0.00713252501392581,0.0100481143877869,0.00829455662931808,0.00911800269370108,0.00965969539887146,0.0099800162591076,0.0100956507721725,0.010113434107772,0.010134169730995,0.0101710408205348,0.0101577817326131
"19",19,0.00627351597142345,0.00916855032643371,0.00742483015974676,0.00826921905495429,0.0087821267792946,0.00903896962177,0.00917881812142252,0.00922683744527128,0.00924748931914518,0.00925390338057328,0.00921597305661129,0.00627351597142345,0.00916855032643371,0.00742483015974676,0.00826921905495429,0.0087821267792946,0.00903896962177,0.00917881812142252,0.00922683744527128,0.00924748931914518,0.00925390338057328,0.00921597305661129,0.00627351597142345,0.00916855032643371,0.00742483015974676,0.00826921905495429,0.0087821267792946,0.00903896962177,0.00917881812142252,0.00922683744527128,0.00924748931914518,0.00925390338057328,0.00921597305661129,0.00627351597142345,0.00916855032643371,0.00742483015974676,0.00826921905495429,0.0087821267792946,0.00903896962177,0.00917881812142252,0.00922683744527128,0.00924748931914518,0.00925390338057328,0.00921597305661129,0.00627351597142345,0.00916855032643371,0.00742483015974676,0.00826921905495429,0.0087821267792946,0.00903896962177,0.00917881812142252,0.00922683744527128,0.00924748931914518,0.00925390338057328,0.00921597305661129,0.00627351597142345,0.00916855032643371,0.00742483015974676,0.00826921905495429,0.0087821267792946,0.00903896962177,0.00917881812142252,0.00922683744527128,0.00924748931914518,0.00925390338057328,0.00921597305661129
"20",20,0.00572998868714947,0.00848587354354324,0.00686877750903214,0.00762870599928786,0.00810220625171601,0.00836530480039976,0.00847806453157707,0.00855190779473736,0.00857243218993117,0.00855269635777398,0.00854102792798977,0.00572998868714947,0.00848587354354324,0.00686877750903214,0.00762870599928786,0.00810220625171601,0.00836530480039976,0.00847806453157707,0.00855190779473736,0.00857243218993117,0.00855269635777398,0.00854102792798977,0.00572998868714947,0.00848587354354324,0.00686877750903214,0.00762870599928786,0.00810220625171601,0.00836530480039976,0.00847806453157707,0.00855190779473736,0.00857243218993117,0.00855269635777398,0.00854102792798977,0.00572998868714947,0.00848587354354324,0.00686877750903214,0.00762870599928786,0.00810220625171601,0.00836530480039976,0.00847806453157707,0.00855190779473736,0.00857243218993117,0.00855269635777398,0.00854102792798977,0.00572998868714947,0.00848587354354324,0.00686877750903214,0.00762870599928786,0.00810220625171601,0.00836530480039976,0.00847806453157707,0.00855190779473736,0.00857243218993117,0.00855269635777398,0.00854102792798977,0.00572998868714947,0.00848587354354324,0.00686877750903214,0.00762870599928786,0.00810220625171601,0.00836530480039976,0.00847806453157707,0.00855190779473736,0.00857243218993117,0.00855269635777398,0.00854102792798977
"21",21,0.00527395863651486,0.00794697132854813,0.00639860342464604,0.0071340704321016,0.00756662526641116,0.00774062299470982,0.00785912515851217,0.00791340928438392,0.00793377901833445,0.00793315330429309,0.00791506298064454,0.00527395863651486,0.00794697132854813,0.00639860342464604,0.0071340704321016,0.00756662526641116,0.00774062299470982,0.00785912515851217,0.00791340928438392,0.00793377901833445,0.00793315330429309,0.00791506298064454,0.00527395863651486,0.00794697132854813,0.00639860342464604,0.0071340704321016,0.00756662526641116,0.00774062299470982,0.00785912515851217,0.00791340928438392,0.00793377901833445,0.00793315330429309,0.00791506298064454,0.00527395863651486,0.00794697132854813,0.00639860342464604,0.0071340704321016,0.00756662526641116,0.00774062299470982,0.00785912515851217,0.00791340928438392,0.00793377901833445,0.00793315330429309,0.00791506298064454,0.00527395863651486,0.00794697132854813,0.00639860342464604,0.0071340704321016,0.00756662526641116,0.00774062299470982,0.00785912515851217,0.00791340928438392,0.00793377901833445,0.00793315330429309,0.00791506298064454,0.00527395863651486,0.00794697132854813,0.00639860342464604,0.0071340704321016,0.00756662526641116,0.00774062299470982,0.00785912515851217,0.00791340928438392,0.00793377901833445,0.00793315330429309,0.00791506298064454
