"","Year","AnnualCTail_VLC0","AnnualCTail_VLC10","AnnualCTail_VLC1","AnnualCTail_VLC2","AnnualCTail_VLC3","AnnualCTail_VLC4","AnnualCTail_VLC5","AnnualCTail_VLC6","AnnualCTail_VLC7","AnnualCTail_VLC8","AnnualCTail_VLC9","AnnualCTail_VLN0","AnnualCTail_VLN10","AnnualCTail_VLN1","AnnualCTail_VLN2","AnnualCTail_VLN3","AnnualCTail_VLN4","AnnualCTail_VLN5","AnnualCTail_VLN6","AnnualCTail_VLN7","AnnualCTail_VLN8","AnnualCTail_VLN9","AnnualCTail_VLR0","AnnualCTail_VLR10","AnnualCTail_VLR1","AnnualCTail_VLR2","AnnualCTail_VLR3","AnnualCTail_VLR4","AnnualCTail_VLR5","AnnualCTail_VLR6","AnnualCTail_VLR7","AnnualCTail_VLR8","AnnualCTail_VLR9","AnnualCTail_VMC0","AnnualCTail_VMC10","AnnualCTail_VMC1","AnnualCTail_VMC2","AnnualCTail_VMC3","AnnualCTail_VMC4","AnnualCTail_VMC5","AnnualCTail_VMC6","AnnualCTail_VMC7","AnnualCTail_VMC8","AnnualCTail_VMC9","AnnualCTail_VMN0","AnnualCTail_VMN10","AnnualCTail_VMN1","AnnualCTail_VMN2","AnnualCTail_VMN3","AnnualCTail_VMN4","AnnualCTail_VMN5","AnnualCTail_VMN6","AnnualCTail_VMN7","AnnualCTail_VMN8","AnnualCTail_VMN9","AnnualCTail_VMR0","AnnualCTail_VMR10","AnnualCTail_VMR1","AnnualCTail_VMR2","AnnualCTail_VMR3","AnnualCTail_VMR4","AnnualCTail_VMR5","AnnualCTail_VMR6","AnnualCTail_VMR7","AnnualCTail_VMR8","AnnualCTail_VMR9"
"11",11,0.00749317136021741,0.00850128711108319,0.00779489332102942,0.00809673764244194,0.00840753704582835,0.00856696297651397,0.00866145837975971,0.00869458519587274,0.00869949376233251,0.00867934147713856,0.00860939179668616,0.00749317136021741,0.00850128711108319,0.00779489332102942,0.00809673764244194,0.00840753704582835,0.00856696297651397,0.00866145837975971,0.00869458519587274,0.00869949376233251,0.00867934147713856,0.00860939179668616,0.00749317136021741,0.00850128711108319,0.00779489332102942,0.00809673764244194,0.00840753704582835,0.00856696297651397,0.00866145837975971,0.00869458519587274,0.00869949376233251,0.00867934147713856,0.00860939179668616,0.00749317136021741,0.00850128711108319,0.00779489332102942,0.00809673764244194,0.00840753704582835,0.00856696297651397,0.00866145837975971,0.00869458519587274,0.00869949376233251,0.00867934147713856,0.00860939179668616,0.00749317136021741,0.00850128711108319,0.00779489332102942,0.00809673764244194,0.00840753704582835,0.00856696297651397,0.00866145837975971,0.00869458519587274,0.00869949376233251,0.00867934147713856,0.00860939179668616,0.00749317136021741,0.00850128711108319,0.00779489332102942,0.00809673764244194,0.00840753704582835,0.00856696297651397,0.00866145837975971,0.00869458519587274,0.00869949376233251,0.00867934147713856,0.00860939179668616
"12",12,0.00587063686788631,0.00685403069691281,0.0061817450094109,0.00648035898683912,0.00675539017823792,0.0069125123321673,0.00698892028857563,0.00701482864528401,0.00702001980392238,0.00700781868562823,0.00695727764832357,0.00587063686788631,0.00685403069691281,0.0061817450094109,0.00648035898683912,0.00675539017823792,0.0069125123321673,0.00698892028857563,0.00701482864528401,0.00702001980392238,0.00700781868562823,0.00695727764832357,0.00587063686788631,0.00685403069691281,0.0061817450094109,0.00648035898683912,0.00675539017823792,0.0069125123321673,0.00698892028857563,0.00701482864528401,0.00702001980392238,0.00700781868562823,0.00695727764832357,0.00587063686788631,0.00685403069691281,0.0061817450094109,0.00648035898683912,0.00675539017823792,0.0069125123321673,0.00698892028857563,0.00701482864528401,0.00702001980392238,0.00700781868562823,0.00695727764832357,0.00587063686788631,0.00685403069691281,0.0061817450094109,0.00648035898683912,0.00675539017823792,0.0069125123321673,0.00698892028857563,0.00701482864528401,0.00702001980392238,0.00700781868562823,0.00695727764832357,0.00587063686788631,0.00685403069691281,0.0061817450094109,0.00648035898683912,0.00675539017823792,0.0069125123321673,0.00698892028857563,0.00701482864528401,0.00702001980392238,0.00700781868562823,0.00695727764832357
"13",13,0.00468116273737396,0.00562387688950029,0.00499816146210769,0.00526706167336895,0.0055218968887273,0.00565521721438348,0.00572962318601036,0.00573812420019475,0.00574351118997977,0.0057492284344478,0.00570159572906526,0.00468116273737396,0.00562387688950029,0.00499816146210769,0.00526706167336895,0.0055218968887273,0.00565521721438348,0.00572962318601036,0.00573812420019475,0.00574351118997977,0.0057492284344478,0.00570159572906526,0.00468116273737396,0.00562387688950029,0.00499816146210769,0.00526706167336895,0.0055218968887273,0.00565521721438348,0.00572962318601036,0.00573812420019475,0.00574351118997977,0.0057492284344478,0.00570159572906526,0.00468116273737396,0.00562387688950029,0.00499816146210769,0.00526706167336895,0.0055218968887273,0.00565521721438348,0.00572962318601036,0.00573812420019475,0.00574351118997977,0.0057492284344478,0.00570159572906526,0.00468116273737396,0.00562387688950029,0.00499816146210769,0.00526706167336895,0.0055218968887273,0.00565521721438348,0.00572962318601036,0.00573812420019475,0.00574351118997977,0.0057492284344478,0.00570159572906526,0.00468116273737396,0.00562387688950029,0.00499816146210769,0.00526706167336895,0.0055218968887273,0.00565521721438348,0.00572962318601036,0.00573812420019475,0.00574351118997977,0.0057492284344478,0.00570159572906526
"14",14,0.00377595283942672,0.00468802282191912,0.00409596819356152,0.00436253582531616,0.00458392034174803,0.00470907104770155,0.00477185380245159,0.00480182098020601,0.00480733952375947,0.00479193868404442,0.00475652653025724,0.00377595283942672,0.00468802282191912,0.00409596819356152,0.00436253582531616,0.00458392034174803,0.00470907104770155,0.00477185380245159,0.00480182098020601,0.00480733952375947,0.00479193868404442,0.00475652653025724,0.00377595283942672,0.00468802282191912,0.00409596819356152,0.00436253582531616,0.00458392034174803,0.00470907104770155,0.00477185380245159,0.00480182098020601,0.00480733952375947,0.00479193868404442,0.00475652653025724,0.00377595283942672,0.00468802282191912,0.00409596819356152,0.00436253582531616,0.00458392034174803,0.00470907104770155,0.00477185380245159,0.00480182098020601,0.00480733952375947,0.00479193868404442,0.00475652653025724,0.00377595283942672,0.00468802282191912,0.00409596819356152,0.00436253582531616,0.00458392034174803,0.00470907104770155,0.00477185380245159,0.00480182098020601,0.00480733952375947,0.00479193868404442,0.00475652653025724,0.00377595283942672,0.00468802282191912,0.00409596819356152,0.00436253582531616,0.00458392034174803,0.00470907104770155,0.00477185380245159,0.00480182098020601,0.00480733952375947,0.00479193868404442,0.00475652653025724
"15",15,0.0031038675382371,0.00399155624076726,0.00342517732828592,0.00368479233152163,0.00388610162981,0.00398693759728831,0.00404510404995728,0.00406125981021108,0.00406686068579169,0.0040654755623928,0.00403506249178155,0.0031038675382371,0.00399155624076726,0.00342517732828592,0.00368479233152163,0.00388610162981,0.00398693759728831,0.00404510404995728,0.00406125981021108,0.00406686068579169,0.0040654755623928,0.00403506249178155,0.0031038675382371,0.00399155624076726,0.00342517732828592,0.00368479233152163,0.00388610162981,0.00398693759728831,0.00404510404995728,0.00406125981021108,0.00406686068579169,0.0040654755623928,0.00403506249178155,0.0031038675382371,0.00399155624076726,0.00342517732828592,0.00368479233152163,0.00388610162981,0.00398693759728831,0.00404510404995728,0.00406125981021108,0.00406686068579169,0.0040654755623928,0.00403506249178155,0.0031038675382371,0.00399155624076726,0.00342517732828592,0.00368479233152163,0.00388610162981,0.00398693759728831,0.00404510404995728,0.00406125981021108,0.00406686068579169,0.0040654755623928,0.00403506249178155,0.0031038675382371,0.00399155624076726,0.00342517732828592,0.00368479233152163,0.00388610162981,0.00398693759728831,0.00404510404995728,0.00406125981021108,0.00406686068579169,0.0040654755623928,0.00403506249178155
"16",16,0.00259707227721569,0.00345893326634612,0.00291802344676459,0.00316759847524076,0.00335287296619498,0.00345355296869392,0.00349796389307121,0.00351722720317597,0.00352287279358718,0.00351849630265787,0.00350200388622978,0.00259707227721569,0.00345893326634612,0.00291802344676459,0.00316759847524076,0.00335287296619498,0.00345355296869392,0.00349796389307121,0.00351722720317597,0.00352287279358718,0.00351849630265787,0.00350200388622978,0.00259707227721569,0.00345893326634612,0.00291802344676459,0.00316759847524076,0.00335287296619498,0.00345355296869392,0.00349796389307121,0.00351722720317597,0.00352287279358718,0.00351849630265787,0.00350200388622978,0.00259707227721569,0.00345893326634612,0.00291802344676459,0.00316759847524076,0.00335287296619498,0.00345355296869392,0.00349796389307121,0.00351722720317597,0.00352287279358718,0.00351849630265787,0.00350200388622978,0.00259707227721569,0.00345893326634612,0.00291802344676459,0.00316759847524076,0.00335287296619498,0.00345355296869392,0.00349796389307121,0.00351722720317597,0.00352287279358718,0.00351849630265787,0.00350200388622978,0.00259707227721569,0.00345893326634612,0.00291802344676459,0.00316759847524076,0.00335287296619498,0.00345355296869392,0.00349796389307121,0.00351722720317597,0.00352287279358718,0.00351849630265787,0.00350200388622978
"17",17,0.00223030578091766,0.00306143654995118,0.00254976179122806,0.00278014988079202,0.00295523288935927,0.00302758956155797,0.00307647812615135,0.00310328672814343,0.00310894639614466,0.00309706360883909,0.0030761459067816,0.00223030578091766,0.00306143654995118,0.00254976179122806,0.00278014988079202,0.00295523288935927,0.00302758956155797,0.00307647812615135,0.00310328672814343,0.00310894639614466,0.00309706360883909,0.0030761459067816,0.00223030578091766,0.00306143654995118,0.00254976179122806,0.00278014988079202,0.00295523288935927,0.00302758956155797,0.00307647812615135,0.00310328672814343,0.00310894639614466,0.00309706360883909,0.0030761459067816,0.00223030578091766,0.00306143654995118,0.00254976179122806,0.00278014988079202,0.00295523288935927,0.00302758956155797,0.00307647812615135,0.00310328672814343,0.00310894639614466,0.00309706360883909,0.0030761459067816,0.00223030578091766,0.00306143654995118,0.00254976179122806,0.00278014988079202,0.00295523288935927,0.00302758956155797,0.00307647812615135,0.00310328672814343,0.00310894639614466,0.00309706360883909,0.0030761459067816,0.00223030578091766,0.00306143654995118,0.00254976179122806,0.00278014988079202,0.00295523288935927,0.00302758956155797,0.00307647812615135,0.00310328672814343,0.00310894639614466,0.00309706360883909,0.0030761459067816
"18",18,0.00194523409470711,0.00274039483303282,0.00226215180799583,0.00248672800737305,0.00263446238151041,0.00272182261612029,0.00275335930150158,0.00275820930211959,0.00276386447208957,0.00277392022378219,0.00277030410889448,0.00194523409470711,0.00274039483303282,0.00226215180799583,0.00248672800737305,0.00263446238151041,0.00272182261612029,0.00275335930150158,0.00275820930211959,0.00276386447208957,0.00277392022378219,0.00277030410889448,0.00194523409470711,0.00274039483303282,0.00226215180799583,0.00248672800737305,0.00263446238151041,0.00272182261612029,0.00275335930150158,0.00275820930211959,0.00276386447208957,0.00277392022378219,0.00277030410889448,0.00194523409470711,0.00274039483303282,0.00226215180799583,0.00248672800737305,0.00263446238151041,0.00272182261612029,0.00275335930150158,0.00275820930211959,0.00276386447208957,0.00277392022378219,0.00277030410889448,0.00194523409470711,0.00274039483303282,0.00226215180799583,0.00248672800737305,0.00263446238151041,0.00272182261612029,0.00275335930150158,0.00275820930211959,0.00276386447208957,0.00277392022378219,0.00277030410889448,0.00194523409470711,0.00274039483303282,0.00226215180799583,0.00248672800737305,0.00263446238151041,0.00272182261612029,0.00275335930150158,0.00275820930211959,0.00276386447208957,0.00277392022378219,0.00277030410889448
"19",19,0.00171095890129726,0.00250051372539097,0.00202495367993093,0.00225524156044205,0.00239512548526218,0.00246517353321,0.00250331403311521,0.00251641021234678,0.002522042541585,0.00252379183106544,0.00251344719725758,0.00171095890129726,0.00250051372539097,0.00202495367993093,0.00225524156044205,0.00239512548526218,0.00246517353321,0.00250331403311521,0.00251641021234678,0.002522042541585,0.00252379183106544,0.00251344719725758,0.00171095890129726,0.00250051372539097,0.00202495367993093,0.00225524156044205,0.00239512548526218,0.00246517353321,0.00250331403311521,0.00251641021234678,0.002522042541585,0.00252379183106544,0.00251344719725758,0.00171095890129726,0.00250051372539097,0.00202495367993093,0.00225524156044205,0.00239512548526218,0.00246517353321,0.00250331403311521,0.00251641021234678,0.002522042541585,0.00252379183106544,0.00251344719725758,0.00171095890129726,0.00250051372539097,0.00202495367993093,0.00225524156044205,0.00239512548526218,0.00246517353321,0.00250331403311521,0.00251641021234678,0.002522042541585,0.00252379183106544,0.00251344719725758,0.00171095890129726,0.00250051372539097,0.00202495367993093,0.00225524156044205,0.00239512548526218,0.00246517353321,0.00250331403311521,0.00251641021234678,0.002522042541585,0.00252379183106544,0.00251344719725758
"20",20,0.00156272418740441,0.00231432914823909,0.00187330295700876,0.002080556181624,0.00220969261410436,0.00228144676374539,0.00231219941770284,0.00233233848947377,0.00233793605179943,0.00233255355212018,0.00232937125308815,0.00156272418740441,0.00231432914823909,0.00187330295700876,0.002080556181624,0.00220969261410436,0.00228144676374539,0.00231219941770284,0.00233233848947377,0.00233793605179943,0.00233255355212018,0.00232937125308815,0.00156272418740441,0.00231432914823909,0.00187330295700876,0.002080556181624,0.00220969261410436,0.00228144676374539,0.00231219941770284,0.00233233848947377,0.00233793605179943,0.00233255355212018,0.00232937125308815,0.00156272418740441,0.00231432914823909,0.00187330295700876,0.002080556181624,0.00220969261410436,0.00228144676374539,0.00231219941770284,0.00233233848947377,0.00233793605179943,0.00233255355212018,0.00232937125308815,0.00156272418740441,0.00231432914823909,0.00187330295700876,0.002080556181624,0.00220969261410436,0.00228144676374539,0.00231219941770284,0.00233233848947377,0.00233793605179943,0.00233255355212018,0.00232937125308815,0.00156272418740441,0.00231432914823909,0.00187330295700876,0.002080556181624,0.00220969261410436,0.00228144676374539,0.00231219941770284,0.00233233848947377,0.00233793605179943,0.00233255355212018,0.00232937125308815
